job_title,company_name,job_source,address,job_type,job_source_url,job_description,job_posted_date
Software Developer,"Infinity Consulting Solutions, Inc.",Ziprecruiter,"Irving, TX",Contract,https://www.ziprecruiter.com/k/l/AAJR_9N3DIO0XoIKJvf1ARodgDn-COkF9e2E9phXzH4ZlkOxApFdFMv1XvWm7q0tAgJJ2e-2yVuPJeW47ztp3fue3oQCiq83iVPLf1FLOMjDVX0GZOd-6-HkBJkg8oIbULAbPHizftB15gm8z4Z1dzq2-WtODhzcPs3ClR7DfzpMdA20HnQp3xOwM9YisS-LUC65?pageType=perl_serp,"TITLE: Software Engineer
Location: Irving, TX
Compensation Range : $50.00 - $60.00/hr

ICS, a Korn Ferry company, is seeking a Software Developer to take on the role of a Software Engineer. We're seeking an intuitive individual that will work with a progressive team and be a major contributor to the powerful software that they use to manage their business and resources.

What You'll Do:
Support various in-house developed applications as well as vendor purchased solutions.
Work with teammates to design, develop and deploy proprietary software solutions.
Perform application maintenance, patching, installations, configuration changes, testing and user/production support.
Elicit requirements and document user stories for technology initiatives.
This position is hybrid and will have an onsite requirement.
Skills / Experience You Will Need:
Prior experience building software applications with C#. Python is a plus.
Knowledge of or experience with the Outsystems low-code development platform. Experience with other low-code solutions (UiPath, etc.) is a plus.
Exceptional analytical and problem-solving skills with moderate-to-strong technical competencies.
Ability to learn a variety of new technologies.
Great documentation and communication skills.
Ability to work independently within a quickly changing environment. Effectively prioritize and execute tasks.

About Infinity Consulting Solutions
At Infinity Consulting Solutions our mission is to cultivate successful long term relationships with candidates and clients matching the right candidate with the right client. We believe technology cannot replace the real personal relationships we cultivate. We reject the notion that technology alone is the answer to staffing which is why we our successful partnerships rely on collaboration NOT automation. ICS has been providing flexible staffing solutions for over 20 years in Information Technology, Compliance, Accounting / Finance and Corporate Support. Our staffing solutions include Contract, Temp to Perm and Permanent Placement.
ICS is an Equal Opportunity Employer.

*W2 employees of ICS are offered comprehensive benefits including health, dental and vision.",13 hours ago
Design Engineer,Surge Staffing,Ziprecruiter,"Edinburgh, IN",Contract,https://www.ziprecruiter.com/k/l/AAJpI1dau6BAiLJTZyFe22FhtdlapPzaWZTpLZrEGB10uVz03cPd60d12yt8Py5jMj2Iw30g7Zhslpgm2aMXfomVPhatkbUvpGKmpow9oUMjuH18alnLdnq1sq0cTdsKoMJ5UIDEZFb5EZYpcbwKTwjmzcMcjzk0HGQp7qaFqrI5Aqn7RJBTpGeJjORZijMI4qyk6w?pageType=perl_serp,"Purpose: Design and develop injection molded and thermoformed products for material handling and packaging industries. The candidate shall also work efficiently with a cross functional team including tool design, quality assurance, manufacturing, documentation control , etc.
Responsibilities:
· Perform product development activities in design and analysis of new products from concept to production using NX or Solidworks follow by customer’s requirements.
· Create detailed drawings for customers and production.
· Communicate with customers, sales and manufacturing teams to meet target cost, quality and timing requirements.
· Manage day-to-day activities required to support sales and manufacturing teams.
· Verification and validation of new designs.
· Troubleshooting prototypes and pre-production samples.
Qualifications:
· Bachelor of Science degree or Associate degree in Mechanical engineering Mechanical Engineering Technology, or related field.
· Three + years experience with designing and manufacturing injection molded parts. Experience designing large products is plus.
· Strong knowledge of NX. Knowledge of Solidworks is plus.
· Knowledge of injection molded tool design.
· Good problem-solving and trouble-shooting skills.
· Experience working across teams, customers, and departments.
· Ability to work with minimum supervision.
· Excellent written and verbal communication skills, including the ability to make technical presentations for customers.
· Basic knowledge of manufacturing automation is desirable.",22 hours ago
Sales Executive & Business Developer,UNITED LAND SERVICES OPERATING,Ziprecruiter,"Orlando, FL",Contract,https://www.ziprecruiter.com/k/l/AALjr7QQON2noTA9CfZ9gYzWt2_YerqZVrRabJIbwLrzH_fqwAu9dCXgLVWqzLVUPiHEyuSqBzj3Z-RD5KgYV72PHEZVg-SXQsiy3Sh2aige-VAD4bDWGkP80UEBOzdZefygW4nOdkm6b3qIuASIsL4YmQMhQjbKBEtqqADsUE0-GqJP7Wn57_fdc37v81KAwQOOZw?pageType=perl_serp,"Description:
United Land Services (ULS) is a full-service landscaping Company. At United, we offer an all-inclusive suite of commercial landscape installation and maintenance services, including but not limited to landscape design and maintenance, irrigation systems, hardscapes, and outdoor lighting. Whether a single-family home development, condominium complex, commercial building, or shopping center, we handle it all.

Essential Job Functions:
Manages the sales process from start to finish.
Builds, manages, and maintains a robust sales pipeline by developing long-term relationships and communicating on a regular basis with potential key clients.
Creates proposals in response to bid requests.
Proactively researches engagement opportunities with public meetings, trade shows and industry publications for potential marketing efforts and exposure opportunities.
Works with the estimation team to ensure new bids have been responded to accurately and timely.
Works with other sales peers across the organization to develop marketing plans to ensure the consistency and accuracy of all business development media across the organization.
Keeps accurate and well-organized notes on sales calls and meetings.
Completes all necessary records and reports in a timely and accurate manner.

Requirements:
Requirements:
Landscape Knowledge Preferred
Minimum of 2 years sales or business development experience
Must have a current state driver's license with acceptable driving record.
Knowledge, Skills & Abilities:
Ability to work collaboratively to enhance ULS's reputation for excellence through best practices, reviews, accountability for performance and continuous improvement.
Ability to display a professional business acumen, appearance, demeanor, and social skills.
Ability to work across teams to capture information needed for projects.
Excellent communication skills, both orally and in writing.
Ability to engage in and participate in public events.
Excellent listening skills using patience and empathy.
Highly motivated, well organized, detail-oriented, creative, and innovative.
Must possess excellent time-management skills and be able to multi-task.
Demonstrated technology proficiencies to include usage of Customer Relationship Management Systems (CRM's) and Microsoft Office Suite.
Excellent customer service skills.
Ability to maintain a high level of confidentiality.
Ability to work independently as well as part of a team.
Ability to travel to respective client areas for meetings as needed.
Ability to work a flexible schedule.

ULS Highlights
Paid weekly on Fridays!
Benefits - Health, Dental, Vision, Life Insurance and matching 401K
PTO offered after 90 days – 10 days a year with Holiday paid time off!
Immediate start dates available!
Company phone, vehicle and fuel card provided!
Competitive Pay plus Commission!



PI211965221",17 hours ago
Manufacturing Engineer Electronics,Virtex,Ziprecruiter,"Anoka, MN",Contract,https://www.ziprecruiter.com/k/l/AAIacoE7Xia98PIEI-Kmpbgvo7Gsuw4vK0pRLPqAproMs5PlYDhLnmR77JD73rKNX6kupSB0fGZiJyl3SqUi2iTOs39beLniJwyVXXIR2HVHFxRPF4z373v21FwjKDUr4ZczsHYBOV-tZ4PHD8hv9yUjgIaERtdJk4zzhjkAYvbo_9R841DZ8CJrs357CUzaZwuszQ?pageType=perl_serp,"Education Qualification: Bachelor’s degree or higher in Industrial, Manufacturing Engineering or equivalent combination of education or related work experience.
Experience Required: Minimum of 3 years of experience in a product assembly environment in an Engineering role with exposure to developing and implementing procedures, methods and controls necessary to meet quality and costs standards. Electronics manufacturing experience preferred.
Knowledge and Skills Required: Manufacturing methods and procedures, manufacturing quality, product development, presenting technical information, hardware specification, various problem-solving tools, and active follow up is expected. Knowledge of Solder paste printing, SMT, Reflow Soldering, Hand Soldering, Through-hole insertion, Conformal Coating, Testing and other Assembly operations. Must have excellent communication skills (written and verbal), have a track record of developing and implementing procedures, applying consistent company standards and be an effective team player with lean manufacturing and cross-functional skills.
Ideal Candidate: To be successful in this role the individual should be hard working with lots of initiative, “can do” attitude, loyal, dedicated, team player, disciplined and self-motivated with a sense of urgency
Opportunity at VIRTEX: This position will have direct responsibility for supporting manufacturing, while reporting to the Manufacturing Manager. We offer a fast-paced and rewarding environment, and a competitive compensation package. This position offers responsibility, an opportunity to make a difference, and an environment where people work with and respect each other.
Company Description
VIRTEX is an Electronic Contract Manufacturing Services provider of printed circuit board assembly and test, box build and system integration with multiple manufacturing facilities in USA and Mexico. We proudly serve our customers in various sectors including Aerospace, Defense, Space, Industrial, Medical, Automotive and other high reliability industries. Our vision is to win in the marketplace by providing superior customer service, consistent uncompromising product quality, opportunities for advancement and personal growth for employees, and an excellent rate of return for our shareholders.",22 hours ago
Senior Market Data Developer - Python,Selby Jennings,Ziprecruiter,"Houston, TX",Contract,https://www.ziprecruiter.com/k/l/AAKkO4VEHObSWCa_fHI3hKpLc8Noq7gIUDEx2r6jgQfNERe0OnMWIRvpgsecAFTN8GxG47xLSLHovBSEopUxPXAsFQVgJZPzYOzCuGpfrUtviqrKwKlF7U4E5n_UJI4FoE5yx-TlmZbXh5Nu0qgBGJmusqJL2COujUwvM-KxdAbqncB5xCGyd5rm8R0-bkr6Cd3DKw?pageType=perl_serp,"About the Firm:
A leading worldwide alternative asset investment management firm building heavily in Houston is looking to offer the greatest trading tactics to the market.
About the Role:
The team is looking for their first commodities tech team hire. This developer will be highly proficient in Python to support a top-notch team of commodities traders through development and deployment of systematic trading strategies.
You will lead a small team and spearhead the development of cutting-edge tools to provide best trading strategies and impact P&L.
Candidate Requirements:
10+ years of professional experience
Heavy fundamental knowledge and development Python skills",yesterday
Jr. Sales Engineer (Entry-Level Engineers Welcome),#twiceasnice Recruiting,Ziprecruiter,"Chicago, IL",Contract,https://www.ziprecruiter.com/k/l/AAIH3G-dnKnUjT-KlaTSJMwnUBd-rBXXJidzeEEthSyv7w2W2XMqc_r6thxNSY-BO_SzXVGaSl7XykPK_cYWYNhh97p-EF7r0srsW7uyFb5sG69EBvKhKt1bPs6l0tuHwRBKH1bYol1HEy-qzzXlVTlkXaQ_qs5H2a4C6kauELUqGXndWrttJvtxoRnydjrycpD-wA?pageType=perl_serp,"Applications Engineer
Location: Elgin, IL
Salary: $50,000 - $75,000 DOE + Bonus (1st year OTE = $80k-$100k) + Benefits
Unparalleled Benefits: 1st Class Health, Dental, Vision, 401k w/ match, 4 Wks PTO, Sick Leave, Overtime Pay
Job Type: Full-Time
Hours: 40-hour work week (Overtime possible – Paid at 150%)
Travel: up to 3 days per week (local and overnight)
(After 3 months of training, Partial WFH flex - 3 days in Office, 2 days Home office is possible)
Start Date: ASAP
Sponsorship is not available
Applications Engineer Description
Our client in the Machinery Manufacturing industry is looking for an Applications Engineer to add to their team in Elgin, IL. In this role, you will be trained to be a solutions seller of high-end machine tools for manufacturing. Once trained, you will be responsible for working with customers to identify needs and solutions. You will work with engineers to understand their needs and collect manufacturing requirements to communicate to the technical support team. To be successful in this role, you must have knowledge of manufacturing processes and a strong technical aptitude. Ideal candidates will have previous manufacturing machine tools experience, and a huge plus if you have high-precision grinding machine experience. This is an exciting opportunity to join a rapidly growing people-first company where you will be given the training and tools to be successful.
*No sales experience required*
Applications Engineer Responsibilities
● Evaluate the market and find potential customers for products, solutions, and systems
● Meet with engineers and identify needs and solutions for their processes
● Make recommendations on products that could benefit clients’ manufacturing process
● Collect manufacturing requirements and communicate them to the technical support team
● Review proposals created by the back office team and adjust them to represent customer needs
● Advise customers of features that could further improve its manufacturing process
● Negotiate together with the Sales Director customer contracts and close the deal
● Manage leads, pipelines, and projects
● Support the Project Management team during the completion of the contract
Applications Engineer Qualification
● Engineering degree preferred
● Manufacturing experience required
● Technical knowledge of Machine Tools or Grinding Machining preferred
● MS Office Proficiency required
If you have trouble applying via the ""Apply Now"" button, please copy and paste this text link into your browser:
(https://twonice.hire.trakstar.com/jobs/fk0xsya?cjb_hash=O_mfIv87&apply_now=true)
About #twiceasnice Recruiting
Across industries, roles, and North America, we help clients quickly attract top talent with custom-built searches. With the lowest fee in the industry, the longest guarantee, and commission-free senior recruiters - we align our interests with the long-term success of every placement.
Need recruiting help? www.twonice.com",22 hours ago
ELECTRONIC TEST ENGINEER,"Building Automation Products, Inc. (BAPI)",Ziprecruiter,"Gays Mills, WI",Contract,https://www.ziprecruiter.com/k/l/AAKOUXYxKCWy58nx6BxGR3fcvgl0DJSHp-EFEYPT_RuclQk94fiJy_ZA8C_ocNSF4KvWG2hlMDvEb3W7isp67alYgeXnuYfc8xURaURMdN3nOrn_UC_p0xO01VuOiq3Yo99GIc7RpQtHyrFieqn5wnZmj1WkHcLrPrL5iqCuf3PbSHqZzXE4saK3hoq_Mf2URgH7VFw?pageType=perl_serp,"Building Automation Products, Inc (BAPI) is a company that promotes work life balance. BAPI is a family owned business with a global presence.

Position Summary: The Electronic Test Engineer adds value to BAPI and the Engineering Team by helping to problem solve in the development of products which exceed customer expectations. The Electronic Test Engineer will be responsible for product verification and designing production test systems. This includes technical analysis of product requirements, analysis of test results, hardware/firmware debugging, and hardware verification testing, while ensuring product is released to manufacturing on schedule, at cost target and with great quality.
Benefits: Relocation reimbursement, full benefits which include Health, dental, vision, PTO, 8 paid holidays, 401k match and 100% vested at 90 days and more.

Electronic Test Engineer Principle Responsibilities:
Production test
Develop procedures, methods, and tools for test, verification and certification of company products.
Design and maintain test fixtures used in Production
Specify hardware and software for Production testing
Automate data gathering for Quality Assurance
Verify and validate new product hardware
Evaluate new product for DFM (Design For Manufacturability)
Assist and perform tests during product development for the Design Engineers
Create accurate Test Plans and Reports on final design
Specify hardware and software for budgetary concerns
Test procedures
Write complete test procedures
Train Manufacturing team
Monitor testing done by others
Update and modify test processes and procedures as needed
Analysis of Production test data
Prepare reports on test results, constraints, problems
Maintain records and files of all work as directed
Participate in Root Cause Analysis when repetitive failure of company products occurs
Maintains industry knowledge by attending educational workshops or classes; reviewing related publications; establishing networks.
Contributes to team effort by accomplishing related results as needed, including special projects and tasks as delegated supervisor.



Electronic Test Engineer Education Requirements (R/Required, P/Preferred):
(R) Bachelor's Degree
(P) Master's Degree
Degrees Preferred: Electrical, Electronics, Mechanical or equivalent Engineering Degree

Electronic Test Engineer Training, Skills, Knowledge and Experience
(R) Analog and Digital Circuitry
(R) Microsoft Office
(P) Wireless Technology
(P) HVAC/R Industry
(P) Regulatory Compliance testing
(P) Network Topology protocol
Experience/Knowledge in this field (R/Required, P/Preferred):
(R) Experience with test equipment such as oscilloscopes, multi-meters, and power supplies
(R) Knowledge of analog, digital, and power circuitry; able to read detailed schematics
(P) Programming knowledge of National Instruments Development Suite and LabVIEW
(P) Experience designing and developing test programs and equipment
(P) Experience and strong knowledge of Microsoft Office (Word, Excel, and Access)
(R) Experience with handling several projects simultaneously in various stages of completion
(P) Two years of experience as a Test Engineer
(P) Technical Writing
(P) Component evaluation
(P) Experience in the mechanical design of functional test equipment
(P) Knowledge of and experience in the HVAC industry

General Experiences/Knowledge/Skills:
Ability to problem-solve
Minimum to mid-level computer skills
Self-motivated, well organized, proactive and analytical
Exceptional communication skills, demonstrated ability to communicate respectfully, culturally competent and collaboratively
Excellent Ability to communicate in verbal, written and electronic forms in a professional manner when working with employees, vendors and company contacts


PI211973689",17 hours ago
Proprietary Structural Design Engineer,BOEING,Ziprecruiter,"Saint Louis, MO",Contract,https://www.ziprecruiter.com/ek/l/AAJwUO0S4fh5iuw92cTJQ-lXapSkZR4GASR3diDOhdjVu_XmC-h1FR_a8g8uEM89v1w3lplTPAni408BXPJ78jkDBBsFtGzLJ2nQhWcyFneHLmxyyN8OirPDQzDk2wRq1h-H1Jg3ie1cq4PA7HoH0uulwHOuLqQTs_fhU7jIWTMftlYn66r84utdDRgxmW0dGwY_cAE?pageType=perl_serp,,Today
Test Engineer (Entry Level),Sager Electronics,Ziprecruiter,"Lewisville, TX",Contract,https://www.ziprecruiter.com/k/l/AAIGqI8ZaT6fbv2GmJNHKqH74z8V3ry_lpOM19l7xl1YEkxgK-LLsXjMdrRcJv5ys2cdMaDmdp8KrVIf_4cEeKbrp7X0NjR296u0gCziuH1Ng2eu4yUQOT8if-s_0iEBhmInml8FaDZtk0i5QBJdOo52s6JJHmJZpHHLxB0jWEFYs_UNSvxSx2a1q347yCoNFvfAMD4?pageType=perl_serp,"Sager Electronics, a wholly owned subsidiary of TTI Inc., a Berkshire Hathaway Inc. company, is a North American distributor of Interconnect, Power and Electromechanical components from leading manufacturers worldwide and a provider of custom value-add solutions. Grounded in over 135 years of innovation and service, Sager Electronics provides customers and suppliers a unique combination of operational excellence and innovative business solutions through its Distributing Confidence® business model. Headquartered in Middleborough, MA, Sager operates a national network of field sales representatives and power systems sales engineers, ten strategically located service centers, and a value-add Custom Solutions Center in Lewisville, TX. To learn more about us, visit www.sager.com
Sager Culture and Position Description:
As a medium-sized company with over 400 employees located across North America, we have a high performing, family-oriented team working together in support of our customer first vision. We are looking for a Test Engineer to work in our new state of the art facility in Lewisville, Texas. The Test Engineer will assemble and troubleshoot digital/analog power electronic circuits, create programs and conduct testing of power supplies on an automated power supply test system. The responsibilities include creating assembly/fabrication procedures, debugging, troubleshooting and equipment maintenance, reading and interpreting work instructions, engineering drawings, schematics and test procedures. This position will work closely with the Production Supervisors to interpret specifications, blueprints and job orders, and to assign duties to production personnel as needed. Consider joining a company that offers strong financial stability, a collaborative, family atmosphere and an environment where you can make a difference and know that your work and input matters. Come grow with us!
How you will spend your time:
Create power supply test programs on NH Research machine series 5600 or equivalent.
Work closely with Engineering and Production to achieve product testing requirements.
Test power supplies utilizing the NH Research equipment and hi-pot testers.
Investigate problems and implement corrective actions.
Debug board assemblies using oscilloscopes and other tools.
Create procedures, work instructions, reports, and other documents as required.
Develops, recommends, and implements measures to improve production methods, equipment performance, and quality of product.
Design test fixtures for custom assemblies.
Design and build custom fixture interface with NHR machines to support production testing.
Initiate, review, evaluate and approve Engineering Change Orders (ECOs) from both customers and the production team.
Works with team members to identify and mitigate risks and produce manufacturing plans.
We’re excited if you have:
Possession of an Associate’s, or Bachelor’s degree
One year of hands on relevant work experience testing and building power supplies.
Hands on experience with programing NH-Research/Chroma machine test equipment.
One to two years working in an electronics environment.
Knowledge of analog circuit designs.
Problem Solving - Identifies and resolves problems in a timely manner; Gathers and analyzes information skillfully; Develops alternative solutions; Works well in group problem solving situations;
Written Communication - Writes clearly: Able to read and interpret written information.
Demonstrates attention to detail and accuracy.
Collaborative.
Displays original thinking and creativity.
What we offer our team members:
Sager Electronics offers an attractive benefits package for full time employment that includes (but is not limited to) Medical/ Dental/ Vision, 401(k)/Roth plan with matching, Healthcare Savings Accounts, Educational Assistance (Tuition Reimbursement), ongoing training throughout your employment with opportunities to participate in professional and personal development programs, and a strong focus on giving back to our communities through philanthropic opportunities and volunteer hours.
ITAR: This position requires the use of information or access to hardware that is subject to the International Traffic in Arms Regulations (ITAR). To perform the position, you must be a U.S. Person as defined by ITAR. ITAR defines a U.S. Person as a U.S. Citizen, U.S. Permanent Resident (i.e., ‘Green Card Holder’), Political Asylee, or Refugee.
Sager Electronics is an Equal Opportunity Employer committed to providing equal opportunities to all employees and applicants for employment without regard to race, color, sex (including pregnancy), sexual orientation, gender identity, age, national origin, religion, physical or mental disability, veterans’ status, genetic information, or any other characteristic protected by law.


PI211881774",yesterday
Forest School Teacher,Springwood Forest School,Ziprecruiter,"98282, WA",Contract,https://www.ziprecruiter.com/k/l/AALaZwJznxGoHpS0YcmXaW57gOlm0vBfsr2Nfp0B9A0guc_ONxj4jDsUw7ZGg_efItHqXd2zV9QkPgwE10ClaMPXbxLuyCHIQjKJRxIGjTdXaGPuQ905iUcSvl8Pj-P252uvdRWUaj_26CpKu0CM6RZO2yUdvTXiiyOskzfyxSy3TbFn7qRCj3Z_xfqqXrXfcAbifgU?pageType=perl_serp,"Bring compassionate care and education to young children at Island County’s first licensed outdoor preschool and school age enrichment program.
Springwood Forest School seeks an enthusiastic and creative teacher who enjoys spending time outdoors and connecting with nature. Experienced teachers are encouraged to apply, and we're also happy to nurture new teachers with supportive mentorship, training opportunities, and forest school workshops!
Highlights:
* Paid training and planning time
* Paid holidays, closures and planned time off
* Full-time, year-round teaching opportunity in ""micro school"" format
* 100% outdoor program
* Supportive, collaborative, and inclusive teaching culture
The Lead Teacher supports the Forest School program to bring quality outdoor, nature-based programming. In this essential role, the Lead Teacher will contribute to a cohesive teaching team, and develop emergent curriculum plans for a small group of mixed-age students between the ages of 2.5 and 10. The Lead Teacher will nurture positive relationships with students, effectively guide teacher assistants, and communicate directly with families of enrolled students. The Lead Teacher demonstrates professionalism through high expectations for meaningful, safe, and enriching outdoor programming. Within this role, there is creative freedom and growth potential.
QUALIFICATIONS
2 years experience (preferred) with young children (ages 2 – 10 years) in an educational setting
Experience working outdoors and adapting to seasonal and weather-related changes
Early Childhood Education Certificate or willingness to obtain initial credits
DCYF required health and safety trainings, including child/adult CPR and First Aid
...
FULL JOB DESCRIPTION
POSITION: Lead Forest School Teacher
SCHEDULE: 35-38 hours per week: Monday to Friday, 8:00 am – 3:30 pm
START DATE: April 2023
ABOUT SPRINGWOOD FOREST SCHOOL
We operate in a beautiful outdoor classroom nestled in a forested park on Camano Island.
We embrace the weather and the opportunities it provides, relying on carefully selected gear and policies to stay comfortable and engaged in our year-round program.
Our small, mixed-age group of children connects with the environment as they build important skills, and create friendships rooted in trust and respect.
We foster a qualified team of teachers who strengthen our program with a commitment to high standards in early childhood education.
We empower teachers by providing a balance of autonomy and mentorship in a nature-based and reflective teaching practice.
Candidates of varying educational backgrounds, cultural identities, abilities, and needs are encouraged to apply.
KEY RESPONSIBILITIES
Lead educational, health, and safety aspects of forest school program.
Plan flexible and hands-on curriculum through activities, art, and storytelling.
Support play-based learning by improvising and connecting with students.
Participate in reflective conversations with co-teachers, photography and notes of student work, and curriculum brainstorming sessions built around children’s interests and seasonal rhythms in nature.
Assist with pack in/pack out process of outdoor classroom, ensuring we leave no trace and maintain a tidy ""mobile"" classroom.
Establish clear supervision plans, conduct safety drills, and communicate with teaching team to ensure staff to child ratios, manage benefit-risk scenarios, and remove hazards in outdoor environment.
Ensure health of children through gear, biological needs, emotional support, and targeted activities.
Follow all program policies and regulations of the Washington State Department of Children, Youth, & Families (DCYF) to ensure health and safety standards are met.
Represent Springwood Forest School with professionalism in communications and interactions with families, community partners, and the general public.
Maintain frequent communication with parents through informal discussions, learning stories, photos, progress reports, and parent-teacher conferences, as approved by the Director.
Provide a nurturing and responsive outdoor learning environment rooted in respectful relationships with children and teaching team.
Lead by example; encourage teaching team success through modeling and gentle coaching.
Support children in peaceful problem solving that affirms and empowers them to use non-violent language to express themselves.
Contribute to an inclusive and accepting learning environment by encouraging students to ask questions, develop empathy, and build self esteem.
Maintain professional development plan with continuing education and trainings.
Join co-teachers in ongoing anti-bias education by attending workshops, participating in team discussions, and committing to a reflective process that examines prejudices and embraces a trauma-informed practice.
DCYF required health and safety trainings, including child/adult CPR and First Aid.
Participate in occasional retreats and workshops specific to forest school teaching.
DESIRED SKILLS, BACKGROUNDS, AND KNOWLEDGE
Child development
Environmental education
Anti-bias education approach to teaching
Communication
Forest school, Cedarsong, Waldorf, Reggio Emilia approach to teaching
Time management
Indigenous culture
Bushcraft skills
DESIRED TRAITS
Inclusive and respectful toward all
Outdoor enthusiast
Thoughtful communicator
Creative problem solver
Empathetic nature
Physical resilience
Optimistic in all weather
Calm and patient during transitions
Compassionate toward all living beings
Attentive, responsible, and reliable
PHYSICAL REQUIREMENTS
Must be able to meet physical demands of lifting, carrying, pushing and/or pulling up to 30 pounds on a frequent basis, and up to 50 pounds occasionally. Prolonged periods of standing and walking will be required. Stooping, kneeling, bending, balancing, reaching, and use of the hands will occur throughout the workday. Must be comfortable using chemical and/or camping toilet. Must be capable and comfortable working outdoors for 6–7-hour blocks of time, rain or shine. If sourcing personal outdoor gear is a financial hardship, we can assist. Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.
NONDISCRIMINATION POLICY
As an early learning program and place of public accommodation as defined by Washington State and United States law, the program fully embraces the protections that uphold civil rights. The program does not and shall not discriminate in any employment practice or program service on the basis of race, creed, color, national origin (ancestry), sex, honorably discharged veteran or military status, marital status, gender, gender expression, sexual orientation, age, religion, or ability in any of its activities or operations. We are committed to providing an inclusive and welcoming environment for all staff, students, families, volunteers, consultants, and community partners in education.
TO APPLY
Please apply with a resume and a brief statement about why outdoor early education interests you.",3 hours ago
DAS Engineer 43635,Anistar,Ziprecruiter,"Houston, TX",Contract,https://www.ziprecruiter.com/k/l/AAI0CtqGWGnuykOwmwxl05YUlPBtOEOUvt5Qys-1LvJOfbmjhLEPebkhUcl5GCt5UqVF5NGdEpHKjwJwdaa9imIpHb5wJhMZCEInDo5-3_HYjZcnnd4uksZTxU0pjUoC-X0wMdu4RHMQQ9T57FxM0IQBBV-XBIKn2zG3lr1HhpNgph9SGreGo3tvH3JNAi77pQL04ZQ?pageType=perl_serp,"Title: DAS Engineer
Location: Houston, TX
Company Summary:
Our client is a proven leader in the communications industry, offering a professional level of cabling expertise to their partners. Having been around for over twenty years, our client provides the resources necessary for their team members to excel and reach their career goals in the communications industry.
Position Summary:
Anistar is seeking a DAS Engineer that can Provide on-site support for engineering activities including, but not limited to, commissioning, integration, data collection, optimization.
Responsibilities:

• Provide on-site support for engineering activities including, but not limited to, commissioning, integration, data collection, optimization.
• Coordinate with RFManagers and Deployment team to facilitate commission and carrier integration activities prior during wireless system deployment.
• Review and audit DAS commissioning, integration, optimization data from internal and external sources. Analyze and confirm test results from sweeps, PIM tests, OTDR tests, and other tests related to wireless network commissioning and carrier integration.
• Provide point of interface interaction between Wireless Service Provider engineering teams andDeployment Directors.
• Travel as needed to support Deployment Directors on Site walks as well as new deployment and modifications.
• Facilitates accept acceptance testing and ensures the timely availability of all closeout documentation.
Experience:

• 3-4 years of DAS/Wireless Experience
• Ibwave Level 1Certification – Level 2 Preferred
• Two DAS OEM certifications
• Strong understanding of Wireless Service Provider testing and integration requirements.
• Detailed understanding of passive transmission line testing methods and requirements
• Detailed understanding of common DAS infrastructure problems including, but not limited to, PIM; VSWR;Return Loss.
About Us
At Anistar Technologies, we connect individuals from a variety of industries with respected companies, both nationally and internationally. Each day, our Recruiters are presenting our clients with talented industry professionals for their most in-demand positions. To accomplish this, the Anistar staffing team will invest the time to understand your goals, work experiences, and career objectives.
To search for other exciting opportunities in your area, visit our website at www.anistar.com.
Anistar Technologies is an Equal Opportunity Employer and is dedicated to fostering diversity in the workplace. Anistar utilizes E-Verify.
Interested Candidates, click “Apply”, or contact the Anistar office at the number listed below.
Anistar PAYS YOU for referrals!!!!!!!! If you know any qualified job seekers looking for work, we want to talk with them! Call us to find out more information regarding our referral placement program!
Contact:
Anistar Technologies
PH: 800-750-3843
Fax: 888-293-5055

BHA 43635",21 hours ago
Applications / Product Engineer,Eric V Stearley CPC & Associates Inc.,Ziprecruiter,"Rockford, IL",Contract,https://www.ziprecruiter.com/k/l/AAKi4Gg8iqIEBIM8QbP8tbtKpNkOhr83vcO-CXUiLC0A5lecdiCfc8hVOO7IgnQ64Cidn9h48lqNC-aH1nppwzid_iwOH-KkBpQN-0YnSx-fxAZXATGgbGAJdk1KVy_ubkHrrwxgPCLOz6gLlqkHEcP0eHmHFx6UgeaPf1HgTF8dFr14dRaGpSZlYx1oRuL_1Xdu72U?pageType=perl_serp,"Requirements:
Seeking experience as an applications / product engineer with metal components.
This should include customer contact and internal personnel such as sales, operations, finance and engineering groups.
This person may be a sales engineer presently and interested in applications engineering.
Duties:
Will be a critical link between sales, engineering, operations and finance by accurately processing customer production and prototyping inquiries.
Provide support in helping the business evaluate, design and successfully manufacture new customer applications and products.
Perks:
This is a new position due to customer growth and an immediate opening
They have close to 200 customers in the world market
This is a state of the art manufacture
Yearly bonus program",yesterday
